dataset,n_engines,RMSE_final,CMAPSS_final,MAPE_final,Accuracy_pct_final,acc_within_10,acc_within_20
FD002,253,17.35267740351573,1349.602710826342,20.30953539313382,79.69046460686619,0.5612648221343873,0.7628458498023716
OVERALL,253,17.35267740351573,1349.602710826342,20.30953539313382,79.69046460686619,0.5612648221343873,0.7628458498023716
