dataset,n_engines,RMSE_final,CMAPSS_final,MAPE_final,Accuracy_pct_final,acc_within_10,acc_within_20
FD001,100,15.398312173665232,414.911650868617,19.10471816342721,80.89528183657279,0.61,0.83
OVERALL,100,15.398312173665232,414.911650868617,19.10471816342721,80.89528183657279,0.61,0.83
