dataset,n_engines,RMSE_final,CMAPSS_final,MAPE_final,Accuracy_pct_final,acc_within_10,acc_within_20
FD001,93,19.308385182845107,536.8922583740504,28.463842490906202,71.5361575090938,0.41935483870967744,0.7204301075268817
OVERALL,93,19.308385182845107,536.8922583740504,28.463842490906202,71.5361575090938,0.41935483870967744,0.7204301075268817
