sensor,importance
sensor_11,0.5873535859668253
sensor_9,0.1474522879382459
sensor_4,0.09403082477768274
sensor_12,0.03327649522522661
sensor_14,0.025107452695219423
sensor_7,0.024821920945979962
sensor_15,0.016401471025306917
sensor_21,0.01338335515649399
sensor_2,0.0116459487641326
sensor_3,0.011588466179093074
sensor_13,0.011472386216692906
sensor_20,0.01109182240563562
sensor_8,0.008600591493355857
sensor_17,0.0037079429531865723
sensor_6,6.544825692247044e-05
