sensor,ensemble_score,rf_importance_score,perm_importance_score,ablation_score,correlation_score
sensor_11,0.6272566915259801,0.7021666407094028,0.2852002627287901,1.0,0.6678660735808278
sensor_15,0.6096580285931446,0.3772444933991806,1.0,0.5029638009045909,0.20743730347242623
sensor_13,0.46635236312076295,1.0,0.40013169794650194,0.10310560074201786,0.0052986865398281105
sensor_4,0.24343322918653312,0.21211465588958311,0.07727816099652046,0.40338612272284247,0.519049453901654
sensor_9,0.22129659973626314,0.317158049635073,0.10573796516398534,0.24083781573782986,0.289314431038889
sensor_14,0.17541656538017802,0.09973295118042497,0.12999051436014433,0.0,1.0
sensor_3,0.08605406738088467,0.017370899717175713,0.008888030296517977,0.16225118410235612,0.37169190836361643
sensor_12,0.0763460885045441,0.05292335736252074,0.02673526706246052,0.20261768340632405,0.004573169723456712
sensor_2,0.05993610335939061,0.023589832832324967,0.014630047622416953,0.1627920069544066,0.07040635103245542
sensor_7,0.058857960084609404,0.02979939724369259,0.014375365019073535,0.17876288266449758,0.0019604248870149347
sensor_17,0.03733575266548523,0.0,0.0,0.0,0.3733575266548523
sensor_6,0.02035037184636609,0.016961954856734445,0.04358878259110689,0.0,5.711482458347677e-05
sensor_21,0.008740044662164811,0.009919914782475999,0.0032521057721888306,0.0,0.046258332071559216
sensor_8,0.008265750833089,0.014436070800792594,0.011242655979574922,0.0,0.0
sensor_20,0.006822211557191659,0.00526015228360483,0.001496182318503647,0.0,0.04720502060633934
