sensor,importance
sensor_11,0.6084912607826736
sensor_9,0.13501855718321004
sensor_4,0.08180497750434672
sensor_12,0.03697549877668147
sensor_7,0.024495754209884903
sensor_14,0.022946496184391364
sensor_15,0.01726953883714752
sensor_21,0.013798851883850686
sensor_2,0.01300231552162278
sensor_3,0.011752276718035116
sensor_13,0.011385060669247004
sensor_20,0.011191465493227899
sensor_8,0.00800982678608121
sensor_17,0.003790062802825174
sensor_6,6.805664677449349e-05
