epoch,loss,mae,val_loss,val_mae,learning_rate
1,1186.2725830078125,20.84819984436035,288.5567626953125,10.622905731201172,0.0003837216936517507
2,277.0784606933594,11.01397705078125,354.4002990722656,12.886412620544434,0.0003837216936517507
3,259.5738220214844,10.636052131652832,259.98455810546875,10.175960540771484,0.0003837216936517507
4,242.72352600097656,10.238895416259766,278.62158203125,9.789875030517578,0.0003837216936517507
5,232.55137634277344,10.007019996643066,243.71165466308594,9.5455322265625,0.0003837216936517507
6,225.63278198242188,9.841032028198242,238.36676025390625,9.285428047180176,0.0003837216936517507
7,219.70347595214844,9.696359634399414,256.015380859375,9.538768768310547,0.0003837216936517507
8,214.20101928710938,9.547396659851074,245.1641082763672,9.680131912231445,0.0003837216936517507
9,204.39772033691406,9.310338020324707,264.4313659667969,9.488913536071777,0.00019186084682587534
