epoch,loss,mae,val_loss,val_mae,learning_rate
1,1325.409912109375,26.024673461914062,1500.4376220703125,32.01280212402344,0.0010000000474974513
2,361.83111572265625,14.758427619934082,379.49249267578125,15.984932899475098,0.0010000000474974513
3,292.27056884765625,13.18055534362793,654.8862915039062,20.579998016357422,0.0010000000474974513
4,261.4939880371094,12.376154899597168,643.3640747070312,20.59967041015625,0.0010000000474974513
5,236.95553588867188,11.684426307678223,996.7970581054688,25.253767013549805,0.0005000000237487257
