epoch,loss,mae,val_loss,val_mae
1,335.00177001953125,13.563962936401367,340.7300720214844,14.352361679077148
2,228.6178436279297,11.201574325561523,274.8511962890625,13.43939208984375
3,196.8170166015625,10.376483917236328,273.0880432128906,12.18526554107666
4,166.70477294921875,9.539534568786621,248.74630737304688,12.23863697052002
5,144.54425048828125,8.87071418762207,257.5612487792969,12.352056503295898
6,125.85270690917969,8.281487464904785,267.5133972167969,12.741433143615723
7,113.86569213867188,7.899689197540283,288.08251953125,12.920214653015137
