epoch,loss,mae,val_loss,val_mae,learning_rate
1,6260.64111328125,66.187744140625,3178.921142578125,45.9015007019043,0.0003837216936517507
2,1550.4298095703125,30.23695945739746,441.063720703125,15.433536529541016,0.0003837216936517507
3,438.9685974121094,14.486018180847168,416.0074157714844,13.864702224731445,0.0003837216936517507
4,389.02227783203125,13.430259704589844,432.89599609375,12.958108901977539,0.0003837216936517507
5,376.6936950683594,13.092215538024902,408.61572265625,12.651256561279297,0.0003837216936517507
6,365.7335205078125,12.904115676879883,357.4059753417969,12.389691352844238,0.0003837216936517507
7,348.1246337890625,12.57375717163086,362.7666931152344,12.353075981140137,0.0003837216936517507
8,345.659423828125,12.49526309967041,424.47308349609375,12.700966835021973,0.0003837216936517507
9,337.84210205078125,12.290534019470215,393.84765625,12.552416801452637,0.00019186084682587534
