dataset,n_engines,RMSE_final,CMAPSS_final,MAPE_final,Accuracy_pct_final,acc_within_10,acc_within_20
FD001,93,19.75475853283872,474.7745389540723,25.019549737217424,74.98045026278257,0.5268817204301075,0.6666666666666666
OVERALL,93,19.75475853283872,474.7745389540723,25.019549737217424,74.98045026278257,0.5268817204301075,0.6666666666666666
