sensor,importance
sensor_13,0.3306432662885351
sensor_11,0.2333506114396617
sensor_15,0.12720891392698055
sensor_9,0.1075805900610377
sensor_4,0.07326626517756282
sensor_14,0.03655474826206557
sensor_12,0.021263547619568925
sensor_7,0.013709687716370067
sensor_2,0.01168122116555777
sensor_3,0.00964969415816808
sensor_6,0.009516104921375057
sensor_8,0.008690979199298895
sensor_21,0.0072156951351486955
sensor_20,0.005693499416172667
sensor_17,0.003975175512496256
